No	Time	DC/AC	Value	Unit	AUTO
217	17:25:13	DC	-009,3	uA	pass
218	17:25:13	DC	-008,9	uA	pass
219	17:25:14	DC	-008,6	uA	pass
220	17:25:15	DC	-008,2	uA	pass
221	17:25:15	DC	-007,8	uA	pass
222	17:25:16	DC	-007,6	uA	pass
223	17:25:16	DC	-007,1	uA	pass
224	17:25:17	DC	-006,8	uA	pass
225	17:25:17	DC	-006,5	uA	pass
226	17:25:18	DC	-006,1	uA	pass
227	17:25:19	DC	-005,7	uA	pass
228	17:25:19	DC	-005,3	uA	pass
229	17:25:20	DC	-005,1	uA	pass
230	17:25:20	DC	-004,7	uA	pass
231	17:25:21	DC	-004,5	uA	pass
232	17:25:22	DC	-004,1	uA	pass
233	17:25:22	DC	-003,7	uA	pass
234	17:25:23	DC	-003,3	uA	pass
235	17:25:23	DC	-003,1	uA	pass
236	17:25:24	DC	-002,7	uA	pass
237	17:25:24	DC	-002,4	uA	pass
238	17:25:25	DC	-002,2	uA	pass
239	17:25:26	DC	-001,9	uA	pass
240	17:25:26	DC	-001,5	uA	pass
241	17:25:27	DC	-001,3	uA	pass
242	17:25:27	DC	-001,0	uA	pass
243	17:25:28	DC	-000,6	uA	pass
244	17:25:29	DC	-000,5	uA	pass
245	17:25:29	DC	000,2	uA	pass
246	17:25:30	DC	000,1	uA	pass
247	17:25:30	DC	000,2	uA	pass
248	17:25:31	DC	000,5	uA	pass
249	17:25:31	DC	000,9	uA	pass
250	17:25:32	DC	001,0	uA	pass
251	17:25:33	DC	001,3	uA	pass
252	17:25:33	DC	001,6	uA	pass
253	17:25:34	DC	001,7	uA	pass
254	17:25:34	DC	002,0	uA	pass
255	17:25:35	DC	002,3	uA	pass
256	17:25:36	DC	002,4	uA	pass
257	17:25:36	DC	002,7	uA	pass
258	17:25:37	DC	003,0	uA	pass
259	17:25:37	DC	003,1	uA	pass
260	17:25:38	DC	003,4	uA	pass
261	17:25:38	DC	003,7	uA	pass
262	17:25:39	DC	003,8	uA	pass
263	17:25:40	DC	004,1	uA	pass
264	17:25:40	DC	004,4	uA	pass
265	17:25:41	DC	004,6	uA	pass
266	17:25:41	DC	004,8	uA	pass
267	17:25:42	DC	005,1	uA	pass
268	17:25:43	DC	005,2	uA	pass
269	17:25:43	DC	005,5	uA	pass
270	17:25:44	DC	005,7	uA	pass
271	17:25:44	DC	005,8	uA	pass
272	17:25:45	DC	006,1	uA	pass
273	17:25:45	DC	006,4	uA	pass
274	17:25:46	DC	006,5	uA	pass
275	17:25:47	DC	006,7	uA	pass
276	17:25:47	DC	007,0	uA	pass
277	17:25:48	DC	007,2	uA	pass
278	17:25:48	DC	007,4	uA	pass
279	17:25:49	DC	007,6	uA	pass
280	17:25:50	DC	007,7	uA	pass
281	17:25:50	DC	007,9	uA	pass
282	17:25:51	DC	008,2	uA	pass
283	17:25:51	DC	008,4	uA	pass
284	17:25:52	DC	008,5	uA	pass
285	17:25:52	DC	008,8	uA	pass
286	17:25:53	DC	009,0	uA	pass
287	17:25:54	DC	009,1	uA	pass
288	17:25:54	DC	009,3	uA	pass
289	17:25:55	DC	009,5	uA	pass
290	17:25:55	DC	009,6	uA	pass
291	17:25:56	DC	009,8	uA	pass
292	17:25:57	DC	010,0	uA	pass
293	17:25:57	DC	010,2	uA	pass
294	17:25:58	DC	010,4	uA	pass
295	17:25:58	DC	010,6	uA	pass
296	17:25:59	DC	010,7	uA	pass
297	17:25:59	DC	010,9	uA	pass
298	17:26:00	DC	011,1	uA	pass
299	17:26:01	DC	011,2	uA	pass
300	17:26:01	DC	011,4	uA	pass
301	17:26:02	DC	011,6	uA	pass
302	17:26:03	DC	011,8	uA	pass
303	17:26:03	DC	011,9	uA	pass
304	17:26:04	DC	012,0	uA	pass
305	17:26:04	DC	012,1	uA	pass
306	17:26:05	DC	012,3	uA	pass
307	17:26:05	DC	012,5	uA	pass
308	17:26:06	DC	012,7	uA	pass
309	17:26:06	DC	012,8	uA	pass
310	17:26:07	DC	013,0	uA	pass
311	17:26:08	DC	013,1	uA	pass
312	17:26:08	DC	013,2	uA	pass
313	17:26:09	DC	013,3	uA	pass
314	17:26:09	DC	013,5	uA	pass
315	17:26:10	DC	013,6	uA	pass
316	17:26:11	DC	013,8	uA	pass
317	17:26:11	DC	014,0	uA	pass
318	17:26:12	DC	014,0	uA	pass
319	17:26:12	DC	014,2	uA	pass
320	17:26:13	DC	014,4	uA	pass
321	17:26:13	DC	014,5	uA	pass
322	17:26:14	DC	014,6	uA	pass
323	17:26:15	DC	014,7	uA	pass
324	17:26:15	DC	014,8	uA	pass
325	17:26:16	DC	014,9	uA	pass
326	17:26:16	DC	015,0	uA	pass
327	17:26:17	DC	015,1	uA	pass
328	17:26:18	DC	015,3	uA	pass
329	17:26:18	DC	015,3	uA	pass
330	17:26:19	DC	015,5	uA	pass
331	17:26:19	DC	015,6	uA	pass
332	17:26:20	DC	015,8	uA	pass
333	17:26:20	DC	015,8	uA	pass
334	17:26:21	DC	015,9	uA	pass
335	17:26:22	DC	016,0	uA	pass
336	17:26:22	DC	016,1	uA	pass
337	17:26:23	DC	016,2	uA	pass
338	17:26:23	DC	016,4	uA	pass
339	17:26:24	DC	016,4	uA	pass
340	17:26:25	DC	016,5	uA	pass
341	17:26:25	DC	016,6	uA	pass
342	17:26:26	DC	016,7	uA	pass
343	17:26:26	DC	016,8	uA	pass
344	17:26:27	DC	016,9	uA	pass
345	17:26:27	DC	016,9	uA	pass
346	17:26:28	DC	017,0	uA	pass
347	17:26:29	DC	017,1	uA	pass
348	17:26:29	DC	017,1	uA	pass
349	17:26:30	DC	017,2	uA	pass
350	17:26:30	DC	017,3	uA	pass
351	17:26:31	DC	017,4	uA	pass
352	17:26:32	DC	017,4	uA	pass
353	17:26:32	DC	017,5	uA	pass
354	17:26:33	DC	017,5	uA	pass
355	17:26:33	DC	017,6	uA	pass
356	17:26:34	DC	017,7	uA	pass
357	17:26:34	DC	017,7	uA	pass
358	17:26:35	DC	017,8	uA	pass
359	17:26:36	DC	017,9	uA	pass
360	17:26:36	DC	017,9	uA	pass
361	17:26:37	DC	017,9	uA	pass
362	17:26:37	DC	018,0	uA	pass
363	17:26:38	DC	018,1	uA	pass
364	17:26:38	DC	018,1	uA	pass
365	17:26:39	DC	018,2	uA	pass
366	17:26:40	DC	018,2	uA	pass
367	17:26:40	DC	018,3	uA	pass
368	17:26:41	DC	018,4	uA	pass
369	17:26:41	DC	018,4	uA	pass
370	17:26:42	DC	018,4	uA	pass
371	17:26:43	DC	018,5	uA	pass
372	17:26:43	DC	018,5	uA	pass
373	17:26:44	DC	018,6	uA	pass
374	17:26:44	DC	018,6	uA	pass
375	17:26:45	DC	018,7	uA	pass
376	17:26:45	DC	018,8	uA	pass
377	17:26:46	DC	018,8	uA	pass
378	17:26:47	DC	018,8	uA	pass
379	17:26:47	DC	018,9	uA	pass
380	17:26:48	DC	018,9	uA	pass
381	17:26:48	DC	018,9	uA	pass
382	17:26:49	DC	019,0	uA	pass
383	17:26:49	DC	019,0	uA	pass
384	17:26:50	DC	019,1	uA	pass
385	17:26:51	DC	019,1	uA	pass
386	17:26:51	DC	019,2	uA	pass
387	17:26:52	DC	019,2	uA	pass
388	17:26:52	DC	019,2	uA	pass
389	17:26:53	DC	019,2	uA	pass
390	17:26:54	DC	019,3	uA	pass
391	17:26:54	DC	019,3	uA	pass
392	17:26:55	DC	019,3	uA	pass
393	17:26:55	DC	019,3	uA	pass
394	17:26:56	DC	019,4	uA	pass
395	17:26:56	DC	019,4	uA	pass
396	17:26:57	DC	019,4	uA	pass
397	17:26:58	DC	019,4	uA	pass
398	17:26:58	DC	019,5	uA	pass
399	17:26:59	DC	019,5	uA	pass
400	17:26:59	DC	019,5	uA	pass
401	17:27:00	DC	019,6	uA	pass
402	17:27:01	DC	019,6	uA	pass
403	17:27:01	DC	019,7	uA	pass
404	17:27:02	DC	019,7	uA	pass
405	17:27:02	DC	019,7	uA	pass
406	17:27:03	DC	019,7	uA	pass
407	17:27:03	DC	019,7	uA	pass
408	17:27:04	DC	019,8	uA	pass
409	17:27:05	DC	019,8	uA	pass
410	17:27:05	DC	019,8	uA	pass
411	17:27:06	DC	019,8	uA	pass
412	17:27:06	DC	019,8	uA	pass
413	17:27:07	DC	019,8	uA	pass
414	17:27:08	DC	019,9	uA	pass
415	17:27:08	DC	019,9	uA	pass
416	17:27:09	DC	019,9	uA	pass
417	17:27:09	DC	019,9	uA	pass
418	17:27:10	DC	019,9	uA	pass
419	17:27:10	DC	019,9	uA	pass
420	17:27:11	DC	019,9	uA	pass
421	17:27:12	DC	020,0	uA	pass
422	17:27:12	DC	020,0	uA	pass
423	17:27:13	DC	020,0	uA	pass
424	17:27:13	DC	020,0	uA	pass
425	17:27:14	DC	020,0	uA	pass
426	17:27:15	DC	020,1	uA	pass
427	17:27:15	DC	020,1	uA	pass
428	17:27:16	DC	020,1	uA	pass
429	17:27:16	DC	020,1	uA	pass
430	17:27:17	DC	020,1	uA	pass
431	17:27:17	DC	020,1	uA	pass
432	17:27:18	DC	020,2	uA	pass
433	17:27:19	DC	020,2	uA	pass
434	17:27:19	DC	020,2	uA	pass
435	17:27:20	DC	020,2	uA	pass
436	17:27:20	DC	020,2	uA	pass
437	17:27:21	DC	020,3	uA	pass
438	17:27:22	DC	020,3	uA	pass
439	17:27:22	DC	020,3	uA	pass
440	17:27:23	DC	020,3	uA	pass
441	17:27:23	DC	020,3	uA	pass
442	17:27:24	DC	020,3	uA	pass
443	17:27:24	DC	020,4	uA	pass
444	17:27:25	DC	020,4	uA	pass
445	17:27:26	DC	020,4	uA	pass
446	17:27:26	DC	020,4	uA	pass
447	17:27:27	DC	020,4	uA	pass
448	17:27:27	DC	020,5	uA	pass
449	17:27:28	DC	020,5	uA	pass
450	17:27:29	DC	020,5	uA	pass
451	17:27:29	DC	020,6	uA	pass
452	17:27:30	DC	020,6	uA	pass
453	17:27:30	DC	020,6	uA	pass
454	17:27:31	DC	020,6	uA	pass
455	17:27:31	DC	020,7	uA	pass
456	17:27:32	DC	020,7	uA	pass
457	17:27:33	DC	020,7	uA	pass
458	17:27:33	DC	020,7	uA	pass
459	17:27:34	DC	020,8	uA	pass
460	17:27:34	DC	020,8	uA	pass
461	17:27:35	DC	020,8	uA	pass
462	17:27:36	DC	020,8	uA	pass
463	17:27:36	DC	020,9	uA	pass
464	17:27:37	DC	020,9	uA	pass
465	17:27:37	DC	020,9	uA	pass
466	17:27:38	DC	020,9	uA	pass
467	17:27:38	DC	020,9	uA	pass
468	17:27:39	DC	020,9	uA	pass
469	17:27:40	DC	021,0	uA	pass
470	17:27:40	DC	021,0	uA	pass
471	17:27:41	DC	021,0	uA	pass
472	17:27:41	DC	021,0	uA	pass
473	17:27:42	DC	021,0	uA	pass
474	17:27:43	DC	021,1	uA	pass
475	17:27:43	DC	021,1	uA	pass
476	17:27:44	DC	021,1	uA	pass
477	17:27:44	DC	021,1	uA	pass
478	17:27:45	DC	021,1	uA	pass
479	17:27:46	DC	021,1	uA	pass
480	17:27:46	DC	021,1	uA	pass
481	17:27:47	DC	021,1	uA	pass
482	17:27:47	DC	021,1	uA	pass
483	17:27:48	DC	021,1	uA	pass
484	17:27:48	DC	021,1	uA	pass
485	17:27:49	DC	021,1	uA	pass
486	17:27:50	DC	021,1	uA	pass
487	17:27:50	DC	021,0	uA	pass
488	17:27:51	DC	021,0	uA	pass
489	17:27:51	DC	021,0	uA	pass
490	17:27:52	DC	020,9	uA	pass
491	17:27:52	DC	020,9	uA	pass
492	17:27:53	DC	020,9	uA	pass
493	17:27:54	DC	020,9	uA	pass
494	17:27:54	DC	020,8	uA	pass
495	17:27:55	DC	020,8	uA	pass
496	17:27:55	DC	020,8	uA	pass
497	17:27:56	DC	020,8	uA	pass
498	17:27:57	DC	020,7	uA	pass
499	17:27:57	DC	020,7	uA	pass
500	17:27:58	DC	020,7	uA	pass
501	17:27:58	DC	020,6	uA	pass
502	17:27:59	DC	020,6	uA	pass
503	17:27:59	DC	020,6	uA	pass
504	17:28:00	DC	020,6	uA	pass
505	17:28:00	DC	020,6	uA	pass
506	17:28:01	DC	020,5	uA	pass
507	17:28:02	DC	020,5	uA	pass
508	17:28:02	DC	020,4	uA	pass
509	17:28:03	DC	020,4	uA	pass
510	17:28:03	DC	020,4	uA	pass
511	17:28:04	DC	020,4	uA	pass
512	17:28:05	DC	020,4	uA	pass
513	17:28:05	DC	020,3	uA	pass
514	17:28:06	DC	020,2	uA	pass
515	17:28:06	DC	020,3	uA	pass
516	17:28:07	DC	020,2	uA	pass
517	17:28:07	DC	020,2	uA	pass
518	17:28:08	DC	020,2	uA	pass
519	17:28:09	DC	020,1	uA	pass
520	17:28:09	DC	020,1	uA	pass
521	17:28:10	DC	020,1	uA	pass
522	17:28:10	DC	020,1	uA	pass
523	17:28:11	DC	020,1	uA	pass
524	17:28:12	DC	020,1	uA	pass
525	17:28:12	DC	020,0	uA	pass
526	17:28:13	DC	019,9	uA	pass
527	17:28:13	DC	019,9	uA	pass
528	17:28:14	DC	019,9	uA	pass
529	17:28:15	DC	019,8	uA	pass
530	17:28:15	DC	019,8	uA	pass
531	17:28:16	DC	019,7	uA	pass
532	17:28:16	DC	019,7	uA	pass
533	17:28:17	DC	019,7	uA	pass
534	17:28:18	DC	019,7	uA	pass
535	17:28:18	DC	019,7	uA	pass
536	17:28:19	DC	019,7	uA	pass
537	17:28:19	DC	019,6	uA	pass
538	17:28:20	DC	019,6	uA	pass
539	17:28:20	DC	019,5	uA	pass
540	17:28:21	DC	019,5	uA	pass
541	17:28:22	DC	019,4	uA	pass
542	17:28:22	DC	019,4	uA	pass
543	17:28:23	DC	019,4	uA	pass
544	17:28:23	DC	019,4	uA	pass
545	17:28:24	DC	019,3	uA	pass
546	17:28:24	DC	019,3	uA	pass
547	17:28:25	DC	019,3	uA	pass
548	17:28:26	DC	019,2	uA	pass
549	17:28:26	DC	019,2	uA	pass
550	17:28:27	DC	019,1	uA	pass
551	17:28:27	DC	019,1	uA	pass
552	17:28:28	DC	019,1	uA	pass
553	17:28:28	DC	019,0	uA	pass
554	17:28:29	DC	019,0	uA	pass
555	17:28:30	DC	019,0	uA	pass
556	17:28:30	DC	018,9	uA	pass
557	17:28:31	DC	018,9	uA	pass
558	17:28:31	DC	018,9	uA	pass
559	17:28:32	DC	018,8	uA	pass
560	17:28:33	DC	018,8	uA	pass
561	17:28:33	DC	018,8	uA	pass
562	17:28:34	DC	018,8	uA	pass
563	17:28:34	DC	018,7	uA	pass
564	17:28:35	DC	018,7	uA	pass
565	17:28:35	DC	018,6	uA	pass
566	17:28:36	DC	018,5	uA	pass
567	17:28:37	DC	018,5	uA	pass
568	17:28:37	DC	018,5	uA	pass
569	17:28:38	DC	018,4	uA	pass
570	17:28:38	DC	018,4	uA	pass
